ID,Tank Failure Pressure (bar),Liquid Ratio (%),Tank Width (m),Tank Length (m),Tank Height (m),BLEVE Height (m),Vapour Height (m),Vapour Temperature (K),Liquid Temperature (K),Obstacle Distance to BLEVE (m),Obstacle Width (m),Obstacle Height (m),Obstacle Thickness (m),Obstacle Angle,Status,Liquid Critical Pressure (bar),Liquid Boiling Temperature (K),Liquid Critical Temperature (K),Sensor ID,Sensor Position Side,Sensor Position x,Sensor Position y,Sensor Position z,Target Pressure (bar)
5621.0,33.8,0.71,2.39,2.01,1.99,1.41,0.58,484.83,341.56,5.0,12.0,13.0,2.6,17.0,Subcooled,37.9,-1.0,152.0,6.0,1.0,8.85,1.6,11.1,0.078557566
5622.0,33.92,0.71,2.4,1.99,2.0,1.39,0.6,483.88,341.85,5.0,12.0,13.0,2.58,17.0,Subcooled,37.9,-1.0,152.0,7.0,1.0,8.85,7.4,-1.5,0.062787466
5623.0,33.86,0.71,2.42,2.02,2.02,1.42,0.62,485.2,341.69,5.0,12.0,13.0,2.62,17.0,Subcooled,37.9,-1.0,152.0,8.0,1.0,8.85,7.4,4.8,0.056899108
5624.0,33.75,0.71,2.42,2.0,2.0,1.4,0.62,482.97,342.14,5.0,12.0,13.0,2.59,17.0,Subcooled,37.9,-1.0,152.0,9.0,1.0,8.85,7.4,11.1,0.081681937
5625.0,33.91,0.71,2.42,1.99,1.98,1.41,0.59,483.5,341.36,5.0,12.0,13.0,2.62,17.0,Subcooled,37.9,-1.0,152.0,10.0,2.0,6.15,-4.2,-1.5,1.0837361
5626.0,33.9,0.71,2.39,1.98,1.99,1.42,0.6,483.84,342.0,5.0,12.0,13.0,2.61,17.0,Subcooled,37.9,-1.0,152.0,11.0,2.0,6.15,-4.2,4.8,0.60028362
5627.0,33.58,0.71,2.39,2.02,2.0,1.41,0.61,483.44,342.19,5.0,12.0,13.0,2.62,17.0,Subcooled,37.9,-1.0,152.0,12.0,2.0,6.15,-4.2,11.1,0.37136936
5628.0,33.79,0.71,2.4,1.98,2.01,1.4,0.61,483.74,341.53,5.0,12.0,13.0,2.59,17.0,Subcooled,37.9,-1.0,152.0,13.0,2.0,6.15,1.6,-1.5,1.3677999
5629.0,33.95,0.7,2.4,2.02,2.0,1.41,0.61,483.26,342.17,5.0,12.0,13.0,2.6,17.0,Subcooled,,-1.0,152.0,14.0,2.0,6.15,1.6,4.8,0.68320709
5630.0,33.71,0.7,2.38,1.99,2.01,1.39,0.61,482.85,341.62,5.0,12.0,13.0,2.58,17.0,Subcooled,37.9,-1.0,152.0,15.0,2.0,6.15,1.6,11.1,0.42821816
5631.0,33.85,0.71,2.39,2.0,2.0,1.42,0.6,483.39,342.57,5.0,12.0,13.0,2.6,17.0,Subcooled,37.9,-1.0,152.0,16.0,2.0,6.15,7.4,-1.5,0.79650545
5632.0,33.71,0.71,2.4,2.02,1.98,1.4,0.62,483.11,341.4,5.0,12.0,13.0,2.59,17.0,Subcooled,37.9,-1.0,152.0,17.0,2.0,6.15,7.4,4.8,0.45491064
5633.0,33.93,0.7,2.39,2.01,2.0,1.42,0.6,483.63,341.77,5.0,12.0,13.0,2.61,17.0,Subcooled,37.9,-1.0,152.0,18.0,2.0,6.15,7.4,11.1,0.37777007
5634.0,33.85,0.71,2.39,1.99,2.0,1.41,0.6,484.1,342.21,5.0,12.0,13.0,2.62,17.0,Subcooled,37.9,-1.0,152.0,19.0,3.0,7.5,-4.45,-1.5,0.43652999
5635.0,33.94,0.7,2.39,2.0,1.99,1.39,0.59,484.36,341.93,5.0,12.0,13.0,2.62,17.0,Subcooled,37.9,-1.0,152.0,20.0,3.0,7.5,-4.45,4.8,0.29250154
5636.0,33.74,0.71,2.4,2.01,2.01,1.4,0.62,485.13,341.86,5.0,12.0,13.0,2.6,17.0,Subcooled,37.9,-1.0,152.0,21.0,3.0,7.5,-4.45,11.1,0.23373817
5637.0,33.85,0.71,2.39,2.02,2.01,1.4,0.61,482.86,341.94,5.0,12.0,13.0,2.6,17.0,Subcooled,37.9,-1.0,152.0,22.0,4.0,7.5,-4.2,11.4,0.12557667
5638.0,33.78,0.71,2.4,2.02,2.0,1.39,0.61,483.65,341.53,5.0,12.0,13.0,2.61,17.0,Subcooled,37.9,-1.0,152.0,23.0,4.0,7.5,1.6,11.4,0.10128088
5639.0,33.86,0.71,2.39,1.98,2.01,1.41,0.61,485.62,341.5,5.0,12.0,13.0,2.59,17.0,Subcooled,37.9,-1.0,152.0,24.0,4.0,7.5,7.4,11.4,0.11947631
5640.0,33.79,0.71,2.38,1.99,2.01,1.4,0.61,483.68,342.59,5.0,12.0,13.0,2.6,17.0,Subcooled,37.9,-1.0,152.0,25.0,5.0,7.5,7.65,-1.5,0.1778335
5641.0,33.88,0.71,2.41,2.0,2.01,1.41,0.58,484.4,342.02,5.0,12.0,13.0,2.59,17.0,Subcooled,37.9,-1.0,152.0,26.0,5.0,7.5,7.65,4.8,0.1211585
5642.0,33.87,0.71,2.4,2.0,2.01,1.39,0.61,483.62,342.54,5.0,12.0,13.0,2.62,17.0,Subcooled,37.9,-1.0,152.0,27.0,5.0,7.5,7.65,11.1,0.10026197
5643.0,23.44,0.72,2.41,8.21,2.81,1.59,0.81,306.68,306.5,11.0,10.0,10.0,0.58,20.0,Subcooled,42.5,-42.0,96.7,1.0,1.0,12.85,-0.8,-1.8,0.19754982
5644.0,23.4,0.72,2.4,8.18,2.8,1.58,0.8,306.74,306.21,11.0,10.0,10.0,0.61,20.0,Subcooled,42.5,-42.0,96.7,2.0,1.0,12.85,-0.8,3.0,0.20824289
5645.0,23.39,0.72,2.4,8.2,2.82,1.59,0.81,307.14,306.6,11.0,10.0,10.0,0.6,20.0,Subcooled,,-42.0,96.7,3.0,1.0,12.85,-0.8,7.8,0.23319551
5646.0,23.11,0.71,2.4,8.18,2.8,1.6,0.81,307.8,306.65,11.0,10.0,10.0,0.61,20.0,Subcooled,42.5,-42.0,96.7,4.0,1.0,12.85,4.0,-1.8,0.11603032
5647.0,23.46,0.71,2.39,8.18,2.79,1.6,0.78,306.42,306.36,11.0,10.0,10.0,0.59,20.0,Subcooled,42.5,-42.0,96.7,5.0,1.0,12.85,4.0,3.0,0.14178863
5648.0,23.2,0.72,2.38,8.2,2.79,1.61,0.81,307.31,306.48,11.0,10.0,10.0,0.6,20.0,Subcooled,42.5,-42.0,96.7,6.0,1.0,12.85,4.0,7.8,0.10301399
5649.0,23.21,0.71,2.39,8.21,2.81,1.6,0.79,307.14,306.45,11.0,10.0,10.0,0.59,20.0,Subcooled,42.5,-42.0,96.7,7.0,1.0,12.85,8.8,-1.8,0.078073122
5650.0,23.24,0.71,2.39,8.19,2.8,1.61,0.82,306.99,306.49,11.0,10.0,10.0,0.61,20.0,Subcooled,42.5,-42.0,96.7,8.0,1.0,12.85,8.8,3.0,0.079967961
5651.0,23.33,0.72,2.38,8.2,2.8,1.58,0.82,309.2,306.03,11.0,10.0,10.0,0.6,20.0,Subcooled,42.5,-42.0,96.7,9.0,1.0,12.85,8.8,7.8,0.11997798
5652.0,23.23,0.72,2.4,8.19,2.8,1.58,0.8,307.4,306.74,11.0,10.0,10.0,0.59,20.0,Subcooled,42.5,-42.0,96.7,10.0,2.0,12.15,-0.8,-1.8,1.5777903
5653.0,23.16,0.71,2.4,8.22,2.81,1.62,0.81,306.67,306.47,11.0,10.0,10.0,0.59,20.0,Subcooled,42.5,-42.0,96.7,11.0,2.0,12.15,-0.8,3.0,1.4316827
5654.0,23.4,0.72,2.4,8.19,2.8,1.6,0.81,306.96,306.44,11.0,10.0,10.0,0.61,20.0,Subcooled,42.5,-42.0,96.7,12.0,2.0,12.15,-0.8,7.8,0.80271029
5655.0,23.33,0.72,2.39,8.19,2.79,1.59,0.8,306.84,306.07,11.0,10.0,10.0,0.62,20.0,Subcooled,42.5,-42.0,96.7,13.0,2.0,12.15,4.0,-1.8,1.0974473
5656.0,23.24,0.71,2.41,8.21,2.8,1.6,0.8,306.65,305.55,11.0,10.0,10.0,0.61,20.0,Subcooled,42.5,-42.0,96.7,14.0,2.0,12.15,4.0,3.0,0.9378072
5657.0,22.96,0.71,2.41,8.21,2.79,1.6,0.79,306.47,305.56,11.0,10.0,10.0,0.58,20.0,Subcooled,42.5,-42.0,96.7,15.0,2.0,12.15,4.0,7.8,0.59425962
5658.0,23.27,0.71,2.41,8.22,2.8,1.61,0.8,308.26,306.31,11.0,10.0,10.0,0.6,20.0,Subcooled,42.5,-42.0,96.7,16.0,2.0,12.15,8.8,-1.8,0.65996468
5659.0,23.24,0.72,2.41,8.2,2.8,1.6,0.81,306.69,306.61,11.0,10.0,10.0,0.62,20.0,Subcooled,42.5,-42.0,96.7,17.0,2.0,12.15,8.8,3.0,0.57804173
5660.0,23.28,0.72,2.39,8.19,2.8,1.59,0.79,306.35,306.07,11.0,10.0,10.0,0.59,20.0,Subcooled,42.5,-42.0,96.7,18.0,2.0,12.15,8.8,7.8,0.36795118
5661.0,23.17,0.71,2.41,8.21,2.8,1.6,0.79,306.97,305.89,11.0,10.0,10.0,0.61,20.0,Subcooled,42.5,-42.0,96.7,19.0,3.0,12.5,-1.05,-1.8,0.81874937
5662.0,23.42,0.71,2.41,8.19,2.81,1.59,0.8,306.83,306.82,11.0,10.0,10.0,0.6,20.0,Subcooled,42.5,-42.0,96.7,20.0,3.0,12.5,-1.05,3.0,0.79258662
5663.0,23.25,0.71,2.39,8.21,2.78,1.58,0.78,306.87,305.79,11.0,10.0,10.0,0.59,20.0,Subcooled,42.5,-42.0,96.7,21.0,3.0,12.5,-1.05,7.8,0.48087665
5664.0,23.47,0.72,2.39,8.2,2.8,1.62,0.82,307.21,306.35,11.0,10.0,10.0,0.61,20.0,Subcooled,42.5,-42.0,96.7,22.0,4.0,12.5,-0.8,8.1,0.35881144
5665.0,23.25,0.71,2.4,8.18,2.8,1.6,0.82,307.27,306.82,11.0,10.0,10.0,0.62,20.0,Subcooled,42.5,-42.0,96.7,23.0,4.0,12.5,4.0,8.1,0.24148796
5666.0,23.16,0.72,2.41,8.18,2.78,1.6,0.8,307.34,306.15,11.0,10.0,10.0,0.59,20.0,Subcooled,42.5,-42.0,96.7,24.0,4.0,12.5,8.8,8.1,0.17673381
5667.0,23.38,0.71,2.42,8.18,2.79,1.59,0.8,306.54,305.94,11.0,10.0,10.0,0.59,20.0,Subcooled,42.5,-42.0,96.7,25.0,5.0,12.5,9.05,-1.8,0.2454533
5668.0,23.26,0.71,2.41,8.18,2.8,1.59,0.8,306.87,305.99,11.0,10.0,10.0,0.59,20.0,Subcooled,42.5,-42.0,96.7,26.0,5.0,12.5,9.05,3.0,0.23643364
5669.0,23.22,0.71,2.41,8.19,2.81,1.62,0.79,307.03,306.25,11.0,10.0,10.0,0.6,20.0,Subcooled,42.5,-42.0,96.7,27.0,5.0,12.5,9.05,7.8,0.16696303
5670.0,33.12,0.85,2.42,5.61,2.41,0.18,0.4,360.63,378.56,11.0,5.0,8.0,1.58,18.0,Subcooled,37.9,-1.0,152.0,1.0,1.0,13.85,1.3,-0.2,0.10156177
5671.0,33.18,0.85,2.42,5.59,2.41,0.19,0.4,358.35,378.23,11.0,5.0,8.0,1.61,18.0,Subcooled,37.9,-1.0,152.0,2.0,1.0,13.85,1.3,3.6,0.10634319
5672.0,33.3,0.85,2.39,5.6,2.39,0.2,0.42,358.65,378.55,11.0,5.0,8.0,1.59,18.0,Subcooled,37.9,-1.0,152.0,3.0,1.0,13.85,1.3,7.4,0.12645423
5673.0,33.05,0.85,2.41,5.61,2.38,0.2,0.4,358.05,378.63,11.0,5.0,8.0,1.59,18.0,Subcooled,37.9,-1.0,152.0,4.0,1.0,13.85,3.6,-0.2,0.071061641
5674.0,33.18,0.85,2.4,5.6,2.39,0.19,0.39,359.0,378.71,11.0,5.0,8.0,1.61,18.0,Subcooled,37.9,-1.0,152.0,5.0,1.0,13.85,3.6,3.6,0.073546268
5675.0,33.34,0.85,2.38,5.6,2.41,0.21,0.39,358.04,378.43,11.0,5.0,8.0,1.59,18.0,Subcooled,37.9,-1.0,152.0,6.0,1.0,13.85,3.6,7.4,0.089520469
5676.0,33.18,0.85,2.38,5.61,2.4,0.21,0.4,358.97,378.66,11.0,5.0,8.0,1.6,18.0,Subcooled,37.9,-1.0,152.0,7.0,1.0,13.85,5.9,-0.2,0.060990077
5677.0,33.21,0.85,2.4,5.61,2.4,0.2,0.39,359.9,377.95,11.0,5.0,8.0,1.6,18.0,Subcooled,37.9,-1.0,152.0,8.0,1.0,13.85,5.9,3.6,0.057443406
5678.0,33.17,0.85,2.38,5.61,2.4,0.18,0.41,359.51,378.76,11.0,5.0,8.0,1.62,18.0,Subcooled,37.9,-1.0,152.0,9.0,1.0,13.85,5.9,7.4,0.12621754
5679.0,33.11,0.85,2.4,5.62,2.41,0.21,0.41,358.95,378.06,11.0,5.0,8.0,1.61,18.0,Subcooled,37.9,-1.0,152.0,10.0,2.0,12.15,1.3,-0.2,0.55926037
5680.0,33.41,0.85,2.4,5.59,2.4,0.19,0.41,358.44,378.52,11.0,5.0,8.0,1.59,18.0,Subcooled,37.9,-1.0,152.0,11.0,2.0,12.15,1.3,3.6,0.57673973
5681.0,33.32,0.85,2.42,5.61,2.41,0.22,0.39,357.72,378.05,11.0,5.0,8.0,1.6,18.0,Subcooled,37.9,-1.0,152.0,12.0,2.0,12.15,1.3,7.4,0.5724507
5682.0,33.27,0.85,2.39,5.61,2.4,0.18,0.38,359.01,379.1,11.0,5.0,8.0,1.6,18.0,Subcooled,37.9,-1.0,152.0,13.0,2.0,12.15,3.6,-0.2,0.56098807
5683.0,33.28,0.85,2.39,5.6,2.42,0.2,0.4,359.8,377.67,11.0,5.0,8.0,1.6,18.0,Subcooled,37.9,-1.0,152.0,14.0,2.0,12.15,3.6,3.6,0.59905416
5684.0,33.23,0.85,2.38,5.6,2.39,0.19,0.39,358.85,377.77,11.0,5.0,8.0,1.59,18.0,Subcooled,37.9,-1.0,152.0,15.0,2.0,12.15,3.6,7.4,0.62356341
5685.0,33.13,0.85,2.41,5.6,2.42,0.22,0.39,358.35,378.6,11.0,5.0,8.0,1.6,18.0,Subcooled,37.9,-1.0,152.0,16.0,2.0,12.15,5.9,-0.2,0.42868116
5686.0,33.16,0.85,2.41,5.59,2.41,0.22,0.41,357.71,378.97,11.0,5.0,8.0,1.6,18.0,Subcooled,37.9,-1.0,152.0,17.0,2.0,12.15,5.9,3.6,0.47865131
5687.0,1270.544969405257,0.85,2.41,5.58,2.38,0.18,0.4,357.61,378.31,11.0,5.0,8.0,1.61,18.0,Subcooled,37.9,-1.0,152.0,18.0,2.0,12.15,5.9,7.4,0.54649216
5688.0,33.2,0.85,2.41,5.62,2.42,0.19,0.4,358.43,378.46,11.0,5.0,8.0,1.61,18.0,Subcooled,37.9,-1.0,152.0,19.0,3.0,13.0,1.05,-0.2,0.31603166
5689.0,33.2,0.85,2.4,5.6,2.42,0.19,0.42,357.7,378.53,11.0,5.0,8.0,1.58,18.0,Subcooled,37.9,-1.0,152.0,20.0,3.0,13.0,1.05,3.6,0.32715791
5690.0,33.27,0.85,2.41,5.6,2.38,0.22,0.42,359.57,378.44,11.0,5.0,8.0,1.62,18.0,Subcooled,37.9,-1.0,152.0,21.0,3.0,13.0,1.05,7.4,0.31470916
5691.0,33.21,0.85,2.4,5.6,2.39,0.19,0.4,359.7,377.99,11.0,5.0,8.0,1.62,18.0,Subcooled,37.9,-1.0,152.0,22.0,4.0,13.0,1.3,7.7,0.23449323
5692.0,33.23,0.85,2.41,5.58,2.39,0.18,0.39,359.23,378.11,11.0,5.0,8.0,1.62,18.0,Subcooled,37.9,-1.0,152.0,23.0,4.0,13.0,3.6,7.7,0.20082469
5693.0,33.37,0.84,2.4,5.6,2.41,0.19,0.38,356.96,379.33,11.0,5.0,8.0,1.6,18.0,Subcooled,37.9,-1.0,152.0,24.0,4.0,13.0,5.9,7.7,0.21044011
5694.0,1514.882705196757,0.85,2.4,5.61,2.4,0.2,0.41,357.7,378.66,11.0,5.0,8.0,1.6,18.0,Subcooled,37.9,-1.0,152.0,25.0,5.0,13.0,6.15,-0.2,0.15478875
5695.0,33.06,0.85,2.4,5.6,2.41,0.19,0.39,358.29,378.39,11.0,5.0,8.0,1.61,18.0,Subcooled,37.9,-1.0,152.0,26.0,5.0,13.0,6.15,3.6,0.17098907
5696.0,33.26,0.85,2.42,5.58,2.41,0.22,0.38,358.99,378.61,11.0,5.0,8.0,1.61,18.0,Subcooled,37.9,-1.0,152.0,27.0,5.0,13.0,6.15,7.4,0.20459583
5697.0,28.87,0.54,2.6,2.98,1.39,0.81,0.6,295.77,346.55,15.0,11.0,11.0,1.01,11.0,Subcooled,37.9,-1.0,152.0,1.0,1.0,17.35,-2.3,-0.9,0.10793966
5698.0,28.67,0.54,2.6,2.99,1.38,0.82,0.58,294.21,347.41,15.0,11.0,11.0,1.0,11.0,Subcooled,37.9,-1.0,152.0,2.0,1.0,17.35,-2.3,4.4,0.11240894
5699.0,28.96,0.54,2.59,3.01,1.41,0.78,0.58,294.93,347.06,15.0,11.0,11.0,0.98,11.0,Subcooled,37.9,-1.0,152.0,3.0,1.0,17.35,-2.3,9.7,0.13059659
5700.0,28.84,0.54,2.58,3.0,1.4,0.79,0.6,294.89,347.04,15.0,11.0,11.0,0.99,11.0,Subcooled,37.9,-1.0,152.0,4.0,1.0,17.35,3.0,-0.9,0.04638733
5701.0,28.87,0.54,2.59,3.0,1.41,0.79,0.6,294.5,347.65,15.0,11.0,11.0,0.98,11.0,Subcooled,37.9,-1.0,152.0,5.0,1.0,17.35,3.0,4.4,0.048609227
5702.0,28.74,0.54,2.61,3.01,1.4,0.8,0.6,294.4,346.66,15.0,11.0,11.0,1.0,11.0,Subcooled,37.9,-1.0,152.0,6.0,1.0,17.35,3.0,9.7,0.045049161
5703.0,28.83,0.54,2.59,3.01,1.38,0.8,0.59,295.08,347.35,15.0,11.0,11.0,1.0,11.0,Subcooled,37.9,-1.0,152.0,7.0,1.0,17.35,8.3,-0.9,0.042810649
5704.0,28.79,0.54,2.61,3.01,1.41,0.78,0.61,294.14,347.55,15.0,11.0,11.0,1.0,11.0,Subcooled,37.9,-1.0,152.0,8.0,1.0,17.35,8.3,4.4,0.044060402
5705.0,28.78,0.53,2.6,2.99,1.4,0.79,0.58,293.22,347.81,15.0,11.0,11.0,1.01,11.0,Subcooled,37.9,-1.0,152.0,9.0,1.0,17.35,8.3,9.7,0.07959459
5706.0,28.94,0.54,2.59,3.02,1.39,0.81,0.6,294.49,347.49,15.0,11.0,11.0,0.98,11.0,Subcooled,37.9,-1.0,152.0,10.0,2.0,16.25,-2.3,-0.9,0.52423912
5707.0,28.95,0.54,2.59,2.99,1.41,0.79,0.6,296.07,347.09,15.0,11.0,11.0,0.99,11.0,Subcooled,37.9,-1.0,152.0,11.0,2.0,16.25,-2.3,4.4,0.54440033
5708.0,28.96,0.54,2.59,3.0,1.4,0.82,0.6,295.17,347.66,15.0,11.0,11.0,1.01,11.0,Subcooled,37.9,-1.0,152.0,12.0,2.0,16.25,-2.3,9.7,0.49730983
5709.0,28.93,0.54,2.6,2.99,1.41,0.79,0.59,295.87,347.23,15.0,11.0,11.0,0.99,11.0,Subcooled,37.9,-1.0,152.0,13.0,2.0,16.25,3.0,-0.9,0.3339932
5710.0,28.83,0.54,2.6,3.02,1.39,0.79,0.59,294.87,347.63,15.0,11.0,11.0,1.0,11.0,Subcooled,37.9,-1.0,152.0,14.0,2.0,16.25,3.0,4.4,0.33351398
5711.0,28.81,0.53,2.61,2.98,1.4,0.79,0.59,294.58,347.41,15.0,11.0,11.0,1.02,11.0,Subcooled,37.9,-1.0,152.0,15.0,2.0,16.25,3.0,9.7,0.28454483
5712.0,28.86,0.54,2.6,2.98,1.41,0.79,0.59,295.16,347.28,15.0,11.0,11.0,0.99,11.0,Subcooled,37.9,-1.0,152.0,16.0,2.0,16.25,8.3,-0.9,0.29469961
5713.0,29.09,0.54,2.58,3.0,1.39,0.81,0.59,295.23,346.95,15.0,11.0,11.0,0.99,11.0,Subcooled,37.9,-1.0,152.0,17.0,2.0,16.25,8.3,4.4,0.30154249
5714.0,28.96,0.54,2.6,2.99,1.38,0.81,0.62,295.19,347.09,15.0,11.0,11.0,1.02,11.0,Subcooled,37.9,-1.0,152.0,18.0,2.0,16.25,8.3,9.7,0.26947308
5715.0,28.92,0.54,2.59,2.99,1.38,0.81,0.59,295.21,347.66,15.0,11.0,11.0,1.01,11.0,Subcooled,37.9,-1.0,152.0,19.0,3.0,16.8,-2.55,-0.9,0.33681634
5716.0,28.93,0.54,2.58,3.0,1.42,0.81,0.59,294.69,346.88,15.0,11.0,11.0,0.99,11.0,Subcooled,37.9,-1.0,152.0,20.0,3.0,16.8,-2.55,4.4,0.34544173
5717.0,28.99,0.54,2.59,3.02,1.38,0.8,0.61,296.04,348.14,15.0,11.0,11.0,1.02,11.0,Subcooled,37.9,-1.0,152.0,21.0,3.0,16.8,-2.55,9.7,0.31252739
5718.0,28.92,0.54,2.6,3.0,1.4,0.81,0.6,295.37,347.3,15.0,11.0,11.0,1.02,11.0,Subcooled,37.9,-1.0,152.0,22.0,4.0,16.8,-2.3,10.0,0.23783362
5719.0,28.94,0.54,2.59,3.02,1.42,0.78,0.6,294.22,347.09,15.0,11.0,11.0,0.99,11.0,Subcooled,37.9,-1.0,152.0,23.0,4.0,16.8,3.0,10.0,0.11755458
5720.0,28.98,0.54,2.61,3.0,1.38,0.8,0.61,294.55,346.54,15.0,11.0,11.0,1.01,11.0,Subcooled,37.9,-1.0,152.0,24.0,4.0,16.8,8.3,10.0,0.12595505
5721.0,28.88,0.54,2.61,3.01,1.38,0.79,0.61,294.34,346.61,15.0,11.0,11.0,1.0,11.0,Subcooled,37.9,-1.0,152.0,25.0,5.0,16.8,8.55,-0.9,0.12543716
5722.0,28.78,0.54,2.58,3.01,1.39,0.8,0.58,295.22,347.11,15.0,11.0,11.0,0.99,11.0,Subcooled,37.9,-1.0,152.0,26.0,5.0,16.8,8.55,4.4,0.12872435
5723.0,28.87,0.54,2.59,3.0,1.41,0.81,0.61,294.68,346.88,15.0,11.0,11.0,0.99,11.0,Subcooled,37.9,-1.0,152.0,27.0,5.0,16.8,8.55,9.7,0.12783034
5724.0,5.32,0.64,1.62,4.18,2.82,1.21,0.98,332.74,358.52,9.0,15.0,3.0,2.78,16.0,Superheated,42.5,-42.0,96.7,1.0,1.0,12.65,-4.7,-1.5,0.1118991
5725.0,5.37,0.64,1.61,4.2,2.82,1.19,0.99,334.77,357.98,9.0,15.0,3.0,2.79,16.0,Superheated,42.5,-42.0,96.7,2.0,1.0,12.65,-4.7,-0.2,0.10385439
5726.0,5.24,0.65,1.6,4.21,2.81,1.21,1.0,333.52,357.83,9.0,15.0,3.0,2.79,16.0,Superheated,42.5,-42.0,96.7,3.0,1.0,12.65,-4.7,1.1,0.10331269
5727.0,5.32,0.65,1.59,4.2,2.82,1.22,0.99,333.25,358.19,9.0,15.0,3.0,2.81,16.0,Superheated,42.5,-42.0,96.7,4.0,1.0,12.65,2.6,-1.5,0.058175758
5728.0,5.51,0.64,1.61,4.2,2.82,1.22,0.99,333.05,357.92,9.0,15.0,3.0,2.79,16.0,Superheated,42.5,-42.0,96.7,5.0,1.0,12.65,2.6,-0.2,0.04148604
5729.0,5.25,0.64,1.58,4.2,2.82,1.2,0.98,333.37,357.6,9.0,15.0,3.0,2.81,16.0,Superheated,42.5,-42.0,96.7,6.0,1.0,12.65,2.6,1.1,0.063055523
5730.0,5.2,0.64,1.58,4.21,2.79,1.18,0.99,333.5,358.2,9.0,15.0,3.0,2.8,16.0,Superheated,42.5,-42.0,96.7,7.0,1.0,12.65,9.9,-1.5,0.055124708
5731.0,5.25,0.64,1.59,4.21,2.79,1.21,1.02,333.57,358.39,9.0,15.0,3.0,2.79,16.0,Superheated,42.5,-42.0,96.7,8.0,1.0,12.65,9.9,-0.2,0.062973067
5732.0,5.27,0.64,1.59,4.22,2.78,1.21,1.01,332.39,358.49,9.0,15.0,3.0,2.78,16.0,Superheated,42.5,-42.0,96.7,9.0,1.0,12.65,9.9,1.1,0.057251055
5733.0,5.22,0.64,1.61,4.2,2.81,1.19,0.98,334.46,358.1,9.0,15.0,3.0,2.78,16.0,Superheated,42.5,-42.0,96.7,10.0,2.0,9.75,-4.7,-1.5,0.57050413
5734.0,5.2,0.64,1.6,4.19,2.79,1.19,1.0,333.22,357.2,9.0,15.0,3.0,2.8,16.0,Superheated,42.5,-42.0,96.7,11.0,2.0,9.75,-4.7,-0.2,0.55447608
5735.0,5.39,0.64,1.62,4.21,2.8,1.19,1.0,333.14,358.64,9.0,15.0,3.0,2.8,16.0,Superheated,42.5,,96.7,12.0,2.0,9.75,-4.7,1.1,0.45524621
5736.0,5.26,0.65,1.59,4.19,2.8,1.2,0.99,333.2,358.09,9.0,15.0,3.0,2.8,16.0,Superheated,42.5,-42.0,96.7,13.0,2.0,9.75,2.6,-1.5,0.68623877
5737.0,5.14,0.64,1.61,4.19,2.8,1.2,1.0,333.99,357.61,9.0,15.0,3.0,2.81,16.0,Superheated,42.5,-42.0,96.7,14.0,2.0,9.75,2.6,-0.2,0.66554719
5738.0,5.22,0.64,1.58,4.21,2.82,1.2,1.0,333.49,358.35,9.0,15.0,3.0,2.8,16.0,Superheated,42.5,-42.0,96.7,15.0,2.0,9.75,2.6,1.1,0.54226387
5739.0,5.38,0.64,1.58,4.22,2.79,1.19,1.01,333.33,357.89,9.0,15.0,3.0,2.78,16.0,Superheated,42.5,-42.0,96.7,16.0,2.0,9.75,9.9,-1.5,0.35238093
5740.0,5.35,0.64,1.6,4.19,2.79,1.2,1.02,332.66,358.67,9.0,15.0,3.0,2.79,16.0,Superheated,42.5,-42.0,96.7,17.0,2.0,9.75,9.9,-0.2,0.34651652
5741.0,5.45,0.64,1.59,4.21,2.81,1.21,1.01,333.98,357.4,9.0,15.0,3.0,2.81,16.0,Superheated,42.5,-42.0,96.7,18.0,2.0,9.75,9.9,1.1,0.29518479
5742.0,5.34,0.64,1.6,4.2,2.8,1.21,1.01,333.34,358.43,9.0,15.0,3.0,2.79,16.0,Superheated,42.5,-42.0,96.7,19.0,3.0,11.2,-4.95,-1.5,0.1891492
5743.0,5.34,0.64,1.61,4.2,2.78,1.21,1.0,333.34,357.92,9.0,15.0,3.0,2.79,16.0,Superheated,42.5,-42.0,96.7,20.0,3.0,11.2,-4.95,-0.2,0.19238287
5744.0,5.27,0.64,1.61,4.2,2.8,1.2,1.01,333.26,357.54,9.0,15.0,3.0,2.8,16.0,Superheated,42.5,-42.0,96.7,21.0,3.0,11.2,-4.95,1.1,0.18314332
5745.0,5.37,0.65,1.6,4.2,2.8,1.2,0.98,332.5,358.11,9.0,15.0,3.0,2.8,16.0,Superheated,42.5,-42.0,96.7,22.0,4.0,11.2,-4.7,1.4,0.17940699
5746.0,5.23,0.64,1.58,4.19,2.79,1.21,1.01,333.05,357.74,9.0,15.0,3.0,2.81,16.0,Superheated,42.5,-42.0,96.7,23.0,4.0,11.2,2.6,1.4,0.18947576
5747.0,5.33,0.64,1.61,4.2,2.79,1.2,1.0,334.4,357.85,9.0,15.0,3.0,2.8,16.0,Superheated,42.5,-42.0,96.7,24.0,4.0,11.2,9.9,1.4,0.12299649
5748.0,5.42,0.64,1.59,4.19,2.81,1.2,1.01,332.14,358.22,9.0,15.0,3.0,2.8,16.0,Superheated,42.5,-42.0,96.7,25.0,5.0,11.2,10.15,-1.5,0.087336615
5749.0,5.26,0.64,1.62,4.21,2.78,1.21,0.99,332.64,,9.0,15.0,3.0,2.81,16.0,Superheated,42.5,-42.0,96.7,26.0,5.0,11.2,10.15,-0.2,0.087057061
